Year,Month,Day,Hour,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,GHI
2012,1,5,19,10,17.6965687125,986.1766357422,62.6098059959,328.4255065918,2.0304031372,0
2012,1,5,20,9,16.8672986707,986.6896362305,63.7352750679,341.2794494629,2.0434558392,0
2012,1,5,21,9,16.0388580359,986.6807861328,64.7808669311,354.628692627,2.0328009129,0
2012,1,5,22,8,15.2430340124,986.4422607422,65.1276241061,5.8915786743,2.0382626057,0
2012,1,5,23,8,14.6700542501,986.3543701172,65.9394553423,14.1140594482,2.0602822304,0
2012,1,6,0,8,14.4050370646,986.2811279297,66.6486325348,21.3898086548,2.023794651,0
2012,1,6,1,7,14.1267394197,986.2079467773,65.6958027383,28.4388427734,1.9427667856,0
2012,1,6,2,7,13.8780165977,986.2807006836,65.6367749919,33.093711853,1.8708595037,0
2012,1,6,3,7,13.6287283085,985.8172607422,66.6874826763,38.4153060913,1.7636851072,0
2012,1,6,4,7,13.3047543594,985.5728149414,68.3454477307,46.8559761047,1.6394731998,0
2012,1,6,5,7,13.0239214554,985.6688842773,70.3535557288,60.5762405396,1.5365358591,0
2012,1,6,6,7,12.7835118186,985.6985473633,72.2200628514,77.2757568359,1.464443922,0
2012,1,6,7,8,13.5793003211,986.2288208008,70.3533940608,96.3325958252,1.4007129669,0
2012,1,6,8,7,15.9169050627,986.8622436523,55.81799241,117.6132049561,1.2969830036,144
2012,1,6,9,7,19.3530560282,987.2925415039,47.3760113312,156.6580505371,0.8942949772,337
2012,1,6,10,8,22.8948397528,987.0316772461,39.3456953788,226.1665344238,1.5835225582,503
2012,1,6,11,8,24.2410491752,986.3547973633,36.1770137982,242.1279296875,2.2754232883,616
2012,1,6,12,8,24.7701823726,985.2088012695,34.5488233208,250.2174682617,2.789295435,670
2012,1,6,13,7,24.7018366847,984.4285888672,33.8956716242,255.8814697266,3.0592434406,651
2012,1,6,14,7,24.0554270319,984.0592041016,34.2594165689,260.5614318848,3.2102274895,565
2012,1,6,15,7,22.7760202657,983.7935791016,36.2913009519,264.2150878906,3.2895188332,419
